,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037,F038,F039,F040,F041,F042,F043,F044,F045,F046
F023,0.2308381611652591,0.13002056674672358,0.3183235234496858,0.020416726884129897,0.07082746218728624,,0.16475778896682514,0.1504548952801283,-0.2330017295813682,0.32299631161475184,0.17046331152654756,0.2497633784025629,-0.03990708434338724,0.46075488857315655,0.0026062666974855735,0.0020403071539522636,,0.1651648795449327,0.34928034183336837,0.07405409874786552,0.1962026284657345,-0.010952120145204748,,0.19466320260527178,0.13513736520245298,0.42004857463584916,0.17475274524059342,,0.03316139986881545,0.19191683145373692,-0.12133349145605779,0.05250926216815073,,0.24815108549156067,0.06895640665760325,,0.174926008905259,0.10623997998472266,0.4445994181297754,-0.04456714151456685,,0.1196079976618871,0.24943815268189987,-0.03082832374098183,0.21025256088685532,0.06043093533072796
F024,,0.04297665775478914,0.04133958643772535,0.030633186584766593,0.37485385702420354,0.2378989443974264,0.32119618867779487,,-0.2790033667686435,0.13040544284008615,0.32091605927219485,,-0.023851150320076706,0.09832418017790936,0.09636949065642364,-0.003582023564351358,0.12070046067379867,,0.18132714266763866,0.12895197991851087,0.2254150146426729,0.08609053613969726,0.19466320260527178,,0.2781157881304296,0.17551477986014988,,0.05541348380077897,0.24149439216356072,,-0.19956980409240344,0.09317159023245766,0.08510490359092379,,0.14557528722529123,0.14714690039506348,,0.023080143418234254,0.1641834409090902,0.027165650036190047,0.2402649951831016,0.3919359702232733,,-0.17429186716653808,,0.3613675135222945
F025,0.2813604258055538,0.030225706756398407,0.10365549150257886,0.03970378697419742,0.27270004606568715,0.13376853819787488,,0.20888750095597117,-0.22798736594414906,0.0388405049283476,,0.3436854319980475,-0.09486032011617129,0.06151822522195351,0.0331345212345864,-0.08208551238751735,0.13442285442679142,0.3245157017306742,0.03869857756510409,-0.03256251598089264,,0.00662964066039384,0.13513736520245298,0.2781157881304296,,0.06464754241368792,0.26543527975810266,0.07552933303885888,0.2879407418404131,0.35287240313593615,-0.22953119626248278,-0.03745198762049201,0.0615224107964076,0.28357140369913086,-0.031267766557947184,0.13972773117960902,0.3105645452200491,-0.038320480331912404,0.06779550150762352,-0.008146267756571856,0.07675954412530661,0.11951398521300136,0.32308810988118886,-0.010258990215441854,0.34340230046384873,0.13965055977603705
F026,0.18823903566534025,0.12769855045075126,0.11878761704668431,0.025940241909584924,0.1466142842905039,0.4026955688023395,0.05917149319495177,0.18745784912800809,-0.05976627829723454,,0.05881993908478502,0.2031596919835454,0.003414624494910082,0.10292722349257528,0.024323979950559613,0.021562360450998533,0.32883179273808383,0.20756066287756508,,0.07531829810987667,0.05171602787506341,0.012813578561538957,0.42004857463584916,0.17551477986014988,0.06464754241368792,,0.1943022669278281,0.14255232182934574,0.07710252812384352,0.20086169718411434,-0.05088068137035538,0.0837833156861866,0.1222479046543456,0.16880181653725504,0.06929600374956121,0.4582172232555467,0.2111487821083166,0.0010769303873218801,,-0.008507825590863435,,0.2243378438862247,0.19626591018753603,-0.07226122953552287,0.18415304707725705,0.11621676464223835
F027,,0.04696711969706365,0.03617914130301581,0.03545077656504432,0.42643896794275304,0.21899261962138533,0.28597752405777466,,-0.22936060309769934,0.14853579833536576,0.2923004302412654,,-0.012882762892001971,0.08862849962328025,0.10933720376651286,0.030480738030767257,0.09246742486409198,,0.20392100036056343,0.163533184850248,0.15403427049208634,0.1021233319928914,0.17475274524059342,,0.26543527975810266,0.1943022669278281,,0.041668836167038786,0.2804835487878323,,-0.17110533225291746,0.11982759653586034,0.07866106075487175,,0.18024776035219783,0.12256472519645956,,0.014432854551092285,0.16774180695111918,0.018472125219210267,0.24678764024929487,0.4483734393583704,,-0.23277721047687386,,0.42593411315603064
F028,0.07327734254108487,,0.1791454588982026,0.015735192894232062,0.04597680314447993,,0.07536193036222578,0.03545973801820102,-0.14253293553038196,0.09034792882923737,0.07852153244025213,0.08345289329291321,-0.03274981320948788,,0.011554671926736145,-0.0005391156064944676,,0.045495634692635074,0.11742221580678833,0.013455577903416354,0.10502457067972333,-0.0020251050343049254,,0.05541348380077897,0.07552933303885888,0.14255232182934574,0.041668836167038786,,0.03150047320799371,0.046041845140641156,-0.06795604186205541,0.019263405706166872,,0.08247718842744382,0.014246445952176978,,0.046450904734158145,0.27732521548277006,0.176561547435376,-0.024782360212093874,0.1805283318567145,0.03772527098220566,0.08053493386590231,-0.006573706192899292,0.05999156879779445,0.028537852074297137
F029,0.20620819205821264,0.05406438538962879,0.025094073422106296,0.020492178185208428,,0.0316545680679224,0.14585387924795154,0.36901773518442776,-0.07446032342805171,0.0690961300472752,0.1673414073811353,0.23033984887699846,-0.006509435079607005,0.02186283776548829,0.10745027506716093,0.04009508704517722,0.028241882953025887,0.3961934889091494,0.08950397322944025,0.01683985148009812,0.08809770358222631,0.2669569788956551,0.03316139986881545,0.24149439216356072,0.2879407418404131,0.07710252812384352,0.2804835487878323,0.03150047320799371,,0.29346856616550826,-0.06262080787026726,0.07377086520843505,0.019421829240011148,0.036610707686658965,0.00636911525031832,0.034579231491596904,0.35793296686801596,0.00355019569363295,0.08394439450741853,0.0036127979122634706,0.0685015841629034,0.13754282884337968,0.1971460135754788,-0.17472558837981725,0.24173219506070998,
F030,,0.04911566029217369,0.04396161153592232,0.0387982525466268,0.4369781574796678,0.24494229727313815,0.4020299808914502,,-0.21787734358312266,0.14769913471580418,0.4029928901660586,,-0.025626604268247095,0.09718450479660314,0.07360385373420068,0.002663430911853884,0.10433009307916857,,0.20568197469104169,0.11296614210422301,0.2560363389829948,0.07524368998035219,0.19191683145373692,,0.35287240313593615,0.20086169718411434,,0.046041845140641156,0.29346856616550826,,-0.16927854198728795,0.08311345751111213,0.08750194689982363,,0.1247369905952458,0.13537237371738398,,0.004751588513108384,0.16772110363260928,0.026088800967827553,0.25716676594761717,0.44257853018284254,,-0.13991796865400505,,0.3325655116198901
F031,-0.21711257253982844,-0.0054185605526600455,-0.08155320098352967,-0.042714268224892306,-0.09286714307855014,-0.1257814467663859,-0.31267421639381454,-0.1286217351967662,0.3788695810354104,-0.019473724174089248,-0.29073613895866474,-0.20176994943215748,0.07601042206090879,-0.03555715217558529,0.041343775394155874,-0.005361933752647313,-0.11724151991292811,-0.12398550224031375,-0.020755661925737568,-0.02903034474971617,-0.3817220472134247,-0.0011352220344078986,-0.12133349145605779,-0.19956980409240344,-0.22953119626248278,-0.05088068137035538,-0.17110533225291746,-0.06795604186205541,-0.06262080787026726,-0.16927854198728795,,-0.02137499784436613,-0.03788696646047992,-0.21073574828803407,-0.03226854674871843,-0.11944235110789504,-0.12917611435974893,-0.0044408891130211636,-0.043321346989370645,0.10052749246599876,-0.053500083285736875,-0.09204141291192888,-0.2039032009924327,0.02143695443799529,-0.18828067807393759,-0.08037727105632946
F032,0.07918916544048321,0.02750412640193461,-0.012292765010280872,0.005541679769339961,0.11569088874342436,0.052008111613358735,-0.03630876686131893,0.15712672961051427,-0.04346041669331011,0.07071531113827685,-0.04134351637303283,0.059934415009325046,-0.0008649914825520626,0.03016356830642294,-0.04680507832813233,0.17760682090517638,0.026921307971493502,0.10450400671376495,0.0941972062601204,,-0.024528730357699348,-0.223000189257689,0.05250926216815073,0.09317159023245766,-0.03745198762049201,0.0837833156861866,0.11982759653586034,0.019263405706166872,0.07377086520843505,0.08311345751111213,-0.02137499784436613,,0.03306881979469487,0.042043514692665145,0.49918045099716735,0.042531676471803094,0.10400437640506169,0.009018303408385154,0.08024246713000177,-0.009146975433769841,0.08394054648013141,0.11484553290236488,0.05780751036226599,-0.188695965829131,0.06521000439993502,0.1605952351695412
F033,0.09130540969459264,0.35657144502430516,0.15497503578350247,0.01705816542375651,0.04499499650205434,,0.07468066481079082,0.08243114552850411,-0.10858741763803763,0.2225108955236657,0.08359108313716065,0.10142160793057517,-0.019835167019574367,,0.01086131541147132,0.010505839733234792,0.47040929760624056,0.0999494323638958,0.1404508856232728,0.04045085511684106,0.08620784125030186,-0.00599571478814924,,0.08510490359092379,0.0615224107964076,0.1222479046543456,0.07866106075487175,,0.019421829240011148,0.08750194689982363,-0.03788696646047992,0.03306881979469487,,0.09804172200035177,0.03525790136516463,0.4840417721985289,0.0992231697028026,,0.19896680789645413,-0.017838073312154132,0.32323410384107515,0.06256892494018676,0.09682403987157517,-0.020163040126447276,0.08907283958695493,0.034204771744522786
F034,,0.035460444084719205,0.04588643046645432,0.029135108456554645,0.09975683739323087,0.29844751095880656,0.39425782552054023,0.3391642934318169,-0.2867087373806161,0.10822134961667267,0.3765226687454065,,-0.03620909379878416,0.10637201202483566,0.01893190871371396,-0.04398253379993174,0.17858492205361984,0.3927430303108614,0.15209806869145115,0.08697739451148181,0.38731428051783817,0.012929257649939201,0.24815108549156067,,0.28357140369913086,0.16880181653725504,,0.08247718842744382,0.036610707686658965,,-0.21073574828803407,0.042043514692665145,0.09804172200035177,,0.1032560705028759,0.20001814841681242,0.42093940159585375,0.031114403773379398,0.15333008614794355,0.04075207705526514,0.24189114138863957,0.2606606722608352,,-0.04789076479231705,,0.07644286606004383
F035,0.1273470486107766,0.01111398463655516,-0.023779916045511034,0.004212278466342411,0.032981527354753175,0.096126081097817,-0.07311344163849191,0.1830820535347472,-0.06831812981014936,0.05573633644103401,-0.06397575470840833,0.09850517513116486,-0.0024234439143940053,0.04535255532008079,-0.06045018224722461,0.14520333207603786,0.027640845121138107,0.10652394963356615,0.07394565527485544,,-0.051929883883820194,-0.1485427356226941,0.06895640665760325,0.14557528722529123,-0.031267766557947184,0.06929600374956121,0.18024776035219783,0.014246445952176978,0.00636911525031832,0.1247369905952458,-0.03226854674871843,0.49918045099716735,0.03525790136516463,0.1032560705028759,,0.0400861118414311,0.12039326777047303,0.012720597550416003,0.056202446041373824,-0.017164497276160946,0.10170732460867696,0.12964086632750893,0.09364651930962312,-0.1434710766745374,0.10206214004047659,0.0546464470035106
F036,0.18419169682342812,0.1316866861020475,0.3098030450348296,0.021744739261533863,0.0708336506757791,,0.1538724463129635,0.10023899212450565,-0.23345994388802235,0.35629061726791544,0.15248205061833858,0.2009732818288816,-0.046209543955873164,0.4154822262262113,0.004833356737839111,-0.004217241010863321,,0.10997538812837258,0.3755127050571357,0.041459270822132466,0.1935429377833751,-0.010976308757057544,,0.14714690039506348,0.13972773117960902,0.4582172232555467,0.12256472519645956,,0.034579231491596904,0.13537237371738398,-0.11944235110789504,0.042531676471803094,0.4840417721985289,0.20001814841681242,0.0400861118414311,,0.11926068411553331,0.06974973423437467,,-0.04451490644868717,0.4207439975775618,0.09214153947346594,0.20104214281722158,-0.02114457977643229,0.16181084418054367,0.054381600667118
F037,,0.06723011627607012,0.04026322795079958,0.033344124775365955,,0.19857448501839947,0.3299947558777515,,-0.17019451611668754,0.1756709411446946,0.34922366724883086,,-0.01890964546743467,0.09520163012420886,0.08885626312648144,0.04527710702510698,0.07904023009274147,,0.23212576950715821,0.1302982621021438,0.18125937255778402,0.10262323086698003,0.174926008905259,,0.3105645452200491,0.2111487821083166,,0.046450904734158145,0.35793296686801596,,-0.12917611435974893,0.10400437640506169,0.0992231697028026,0.42093940159585375,0.12039326777047303,0.11926068411553331,,0.002021458763102816,0.20721818674574452,0.017802136101267123,0.2807396331090696,,,-0.20014246457009166,,0.4557259885113569
F038,0.029141163355054952,0.1965234455476366,-0.1707735195743206,0.006481745891602288,-0.009009911200347137,0.1203525280295093,-0.03824853527058225,0.011278322953448394,-0.052207216178802966,0.16042499982478578,-0.037747985116332115,0.024580746953707718,0.0018908550995045661,,0.006187579267072475,0.004641247132858076,0.055689695853393936,-0.0059136938180026615,0.07221266222826465,0.012251591915001485,-0.020648893039021624,0.002942745357195386,0.10623997998472266,0.023080143418234254,-0.038320480331912404,0.0010769303873218801,0.014432854551092285,0.27732521548277006,0.00355019569363295,0.004751588513108384,-0.0044408891130211636,0.009018303408385154,,0.031114403773379398,0.012720597550416003,0.06974973423437467,0.002021458763102816,,0.0716568444755788,-0.002548726562389374,0.1339165513803969,0.041273966321313645,0.028329577478650458,-0.005774018037342052,0.018934896006372826,0.0030546626161641003
F039,0.17262592836940732,0.19996164525109433,0.12291463682256555,0.021350117480339194,0.15057366265867872,0.39472038212716143,0.05242595714469619,0.1890170290150139,-0.05871312646064353,,0.056368683038587206,0.18662642240818803,0.0004278305474424609,0.1635253991973129,0.03214688050930925,0.011078885759570003,0.3321374636701958,0.21190116127085235,,0.0668445988245245,0.0500681863843171,0.006008693022009093,0.4445994181297754,0.1641834409090902,0.06779550150762352,,0.16774180695111918,0.176561547435376,0.08394439450741853,0.16772110363260928,-0.043321346989370645,0.08024246713000177,0.19896680789645413,0.15333008614794355,0.056202446041373824,,0.20721818674574452,0.0716568444755788,,-0.010199413471010228,,0.20991347041933134,0.17470888428775214,-0.060205195169637744,0.16893364258557744,0.11863710795193635
F040,0.033966484049641844,-0.0061095329403458975,0.019084156964628653,0.07225103005420143,0.012978612048613272,-0.04664575203029037,-0.0045672135000656144,0.010632881905038407,0.2069882891244315,0.004531292951107171,-0.005688122388902388,0.0337347335460812,-0.08745063092879114,-0.015026227529158718,0.010476300497104712,0.002782741358071093,-0.04569825786036247,0.014005645084837906,0.011161432854645915,-0.013330326889680165,-0.003885060599493146,0.008488128470751791,-0.04456714151456685,0.027165650036190047,-0.008146267756571856,-0.008507825590863435,0.018472125219210267,-0.024782360212093874,0.0036127979122634706,0.026088800967827553,0.10052749246599876,-0.009146975433769841,-0.017838073312154132,0.04075207705526514,-0.017164497276160946,-0.04451490644868717,0.017802136101267123,-0.002548726562389374,-0.010199413471010228,,-0.01738780080751789,0.0049772435914094025,0.040106905273012486,0.01233102382983995,0.031683554580728156,0.0043786303463415445
F041,0.24972258653315554,0.1791069796711817,0.14973209228349113,0.018122831805085057,0.12587776857848074,,0.07935813302309234,0.2509727463405432,-0.0784606960967364,,0.09427371096417875,0.2695952568836054,0.004459226575513599,0.2752020009082187,0.021720477755286408,0.01725950783807344,0.27539452347420396,0.2807269582312715,,0.11528815343535398,0.0703008279247463,4.656183793385325e-05,,0.2402649951831016,0.07675954412530661,,0.24678764024929487,0.1805283318567145,0.0685015841629034,0.25716676594761717,-0.053500083285736875,0.08394054648013141,0.32323410384107515,0.24189114138863957,0.10170732460867696,0.4207439975775618,0.2807396331090696,0.1339165513803969,,-0.01738780080751789,,0.21909804079946538,0.2562810727459254,-0.06546108368220697,0.24722848779164106,0.10661068247305358
F042,0.34251234650487583,0.06800844853081871,0.11463374124317134,0.023360469181257133,0.32518942051736033,0.13870171103506296,0.1295370328407067,0.4687223619657045,-0.10581826087784964,0.18350194907501843,0.14251329263321977,0.32878447904679686,0.0029866055422812007,0.060692599808817284,0.05805106152307338,0.03718429841479838,0.0515810445182191,0.4995185157972157,0.25701381286272806,0.13265760815338343,0.05594792103717403,0.04133716460368388,0.1196079976618871,0.3919359702232733,0.11951398521300136,0.2243378438862247,0.4483734393583704,0.03772527098220566,0.13754282884337968,0.44257853018284254,-0.09204141291192888,0.11484553290236488,0.06256892494018676,0.2606606722608352,0.12964086632750893,0.09214153947346594,,0.041273966321313645,0.20991347041933134,0.0049772435914094025,0.21909804079946538,,0.30882188696385543,-0.17276139846739835,0.37354665936640763,0.2572927788514798
F043,,0.04440788082381189,0.05087970719951888,0.03456207472000685,0.32709577289077013,0.2970261210415923,0.3969740158071908,0.4478122781139026,-0.2761450679749547,0.13154150423706815,0.3866625083139862,,-0.036574352207073425,0.1061569655086156,0.04683587852864446,-0.02386541229007605,0.17485412910095335,,0.18394361349134064,0.08323767377994452,0.37601109389242177,0.05546384879972316,0.24943815268189987,,0.32308810988118886,0.19626591018753603,,0.08053493386590231,0.1971460135754788,,-0.2039032009924327,0.05780751036226599,0.09682403987157517,,0.09364651930962312,0.20104214281722158,,0.028329577478650458,0.17470888428775214,0.040106905273012486,0.2562810727459254,0.30882188696385543,,-0.09167840430945218,,0.24457486823606653
F044,-0.1446374165315715,-0.023924697230634628,-0.00018841175385039794,-0.008836747250170189,-0.3008314570081652,-0.03179179595740556,-0.0027113785249900844,-0.3457231860197278,0.07452374367838116,-0.06367805645596661,-0.00896450349402107,-0.09374021586883455,-0.03350179679943592,-0.019196169843611464,-0.16371435427261238,-0.08286603438298358,-0.009253176204794293,-0.20253969084878307,-0.08317456829481025,-0.1654232701260871,0.007938979133421186,-0.21412477467289276,-0.03082832374098183,-0.17429186716653808,-0.010258990215441854,-0.07226122953552287,-0.23277721047687386,-0.006573706192899292,-0.17472558837981725,-0.13991796865400505,0.02143695443799529,-0.188695965829131,-0.020163040126447276,-0.04789076479231705,-0.1434710766745374,-0.02114457977643229,-0.20014246457009166,-0.005774018037342052,-0.060205195169637744,0.01233102382983995,-0.06546108368220697,-0.17276139846739835,-0.09167840430945218,,-0.10518669296546464,-0.46763416220906584
F045,,0.04508449506287066,0.04590395566911271,0.035021498195241266,0.38262759059535717,0.25882966165617416,0.4310603143368301,,-0.2589553038117555,0.1310176487937093,0.42871378930976684,,-0.032191347978763246,0.10334732557935457,0.062148384105781496,-0.013528554559722922,0.13475751015183932,,0.18578673534560855,0.0906821328381656,0.33945597610906375,0.06347350354372512,0.21025256088685532,,0.34340230046384873,0.18415304707725705,,0.05999156879779445,0.24173219506070998,,-0.18828067807393759,0.06521000439993502,0.08907283958695493,,0.10206214004047659,0.16181084418054367,,0.018934896006372826,0.16893364258557744,0.031683554580728156,0.24722848779164106,0.37354665936640763,,-0.10518669296546464,,0.27851186494551455
F046,0.314130895407434,0.05145070686139449,0.019861875964174786,0.02736394116129519,,0.05704395977979986,0.08682109269608332,,-0.11049026721514285,0.10585919152644319,0.1090902141326069,0.24967716265540446,-0.0009128315987476227,0.028445170255279522,0.19762647325415733,0.13213687506655583,0.0333904280308637,0.46074396650052946,0.13369956416336018,0.07505204369910146,0.03891455954916848,0.25784054363455783,0.06043093533072796,0.3613675135222945,0.13965055977603705,0.11621676464223835,0.42593411315603064,0.028537852074297137,,0.3325655116198901,-0.08037727105632946,0.1605952351695412,0.034204771744522786,0.07644286606004383,0.0546464470035106,0.054381600667118,0.4557259885113569,0.0030546626161641003,0.11863710795193635,0.0043786303463415445,0.10661068247305358,0.2572927788514798,0.24457486823606653,-0.46763416220906584,0.27851186494551455,
